TicketID,CustomerID,IssueType,Priority,ResolutionDays,Resolved
T018100,C010519,Billing,Low,15,Yes
T018101,C040992,Feature,Medium,4,No
T018102,C048117,Billing,High,9,No
T018103,C010656,Login,Low,12,No
T018104,C045684,Cancellation,Medium,8,Yes
T018105,C023755,Billing,High,3,No
T018106,C019656,Bug,High,13,Yes
T018107,C036909,Bug,High,2,Yes
T018108,C003453,Feature,High,5,Yes
T018109,C043000,Login,High,13,Yes
T018110,C035249,Bug,High,14,No
T018111,C047887,Bug,Medium,2,Yes
T018112,C035521,Feature,High,10,Yes
T018113,C019318,Login,High,8,Yes
T018114,C026628,Cancellation,Low,6,No
T018115,C040968,Login,Low,5,No
T018116,C049684,Feature,High,6,No
T018117,C048239,Bug,High,13,No
T018118,C032651,Login,High,3,Yes
T018119,C012647,Feature,Low,9,Yes
T018120,C028610,Cancellation,High,5,Yes
T018121,C038215,Feature,Medium,11,Yes
T018122,C044483,Bug,Medium,0,Yes
T018123,C022365,Cancellation,Low,3,Yes
T018124,C005563,Bug,High,15,No
T018125,C045704,Billing,Medium,3,No
T018126,C015084,Feature,Medium,6,No
T018127,C042635,Login,Medium,7,Yes
T018128,C040952,Feature,High,14,No
T018129,C026226,Cancellation,High,9,No
T018130,C035297,Cancellation,Low,15,No
T018131,C027076,Cancellation,Medium,12,No
T018132,C023321,Billing,High,15,Yes
T018133,C030704,Billing,Low,0,No
T018134,C009266,Billing,Low,15,No
T018135,C013833,Bug,High,10,Yes
T018136,C001810,Billing,High,6,No
T018137,C012748,Billing,Low,14,No
T018138,C007372,Login,High,9,Yes
T018139,C034235,Billing,Low,0,No
T018140,C041051,Bug,High,7,Yes
T018141,C013158,Cancellation,High,3,No
T018142,C042211,Feature,Low,4,No
T018143,C037559,Feature,High,14,Yes
T018144,C013670,Billing,Medium,15,Yes
T018145,C020386,Feature,Medium,5,Yes
T018146,C029356,Cancellation,Medium,6,Yes
T018147,C030466,Billing,Low,6,Yes
T018148,C020785,Cancellation,High,15,No
T018149,C031052,Login,Low,4,No
T018150,C012385,Cancellation,High,9,No
T018151,C017115,Cancellation,Low,5,Yes
T018152,C032373,Feature,High,4,No
T018153,C011013,Bug,High,15,No
T018154,C048175,Bug,Low,15,No
T018155,C018881,Login,High,12,No
T018156,C040575,Billing,Medium,2,No
T018157,C026814,Billing,Low,13,Yes
T018158,C004451,Billing,Low,6,Yes
T018159,C010046,Bug,Low,0,No
T018160,C019217,Feature,High,6,Yes
T018161,C015355,Cancellation,Low,2,Yes
T018162,C021849,Billing,Medium,6,No
T018163,C033441,Billing,High,6,Yes
T018164,C005160,Cancellation,High,10,No
T018165,C039296,Feature,High,6,Yes
T018166,C025213,Bug,Low,0,Yes
T018167,C036751,Login,High,8,Yes
T018168,C024262,Bug,Low,1,No
T018169,C010387,Cancellation,High,7,Yes
T018170,C021268,Cancellation,High,6,Yes
T018171,C029260,Billing,Low,5,No
T018172,C023863,Billing,High,12,Yes
T018173,C039076,Bug,Medium,13,No
T018174,C028325,Bug,Low,15,No
T018175,C014718,Billing,Low,8,No
T018176,C028119,Login,High,6,No
T018177,C007422,Cancellation,High,8,Yes
T018178,C017993,Login,Medium,0,No
T018179,C006590,Feature,Medium,7,No
T018180,C006193,Feature,Low,6,No
T018181,C008715,Feature,High,9,No
T018182,C010092,Cancellation,High,13,Yes
T018183,C017630,Login,Low,11,No
T018184,C037550,Billing,Medium,3,No
T018185,C016711,Feature,High,15,No
T018186,C037061,Feature,Medium,4,Yes
T018187,C029533,Billing,Medium,4,Yes
T018188,C006893,Billing,Low,5,Yes
T018189,C018208,Cancellation,Low,15,No
T018190,C033148,Billing,High,2,No
T018191,C029799,Billing,High,2,Yes
T018192,C023398,Feature,Medium,7,Yes
T018193,C033925,Feature,Low,10,No
T018194,C012096,Feature,High,1,Yes
T018195,C023181,Bug,Low,3,No
T018196,C018251,Billing,Medium,5,Yes
T018197,C011937,Billing,Low,11,No
T018198,C019396,Feature,Low,1,No
T018199,C040709,Billing,Medium,9,No
T018200,C013290,Feature,Medium,12,No
T018201,C002256,Cancellation,Medium,7,No
T018202,C003263,Feature,Low,2,Yes
T018203,C046727,Feature,Low,0,Yes
T018204,C041467,Bug,Medium,11,Yes
T018205,C044925,Feature,Medium,14,Yes
T018206,C021047,Feature,Medium,12,Yes
T018207,C032159,Feature,Low,2,No
T018208,C035932,Bug,High,15,Yes
T018209,C021321,Login,Medium,15,Yes
T018210,C020621,Cancellation,High,2,No
T018211,C023015,Bug,Medium,14,No
T018212,C034044,Feature,High,8,No
T018213,C021784,Bug,Medium,12,Yes
T018214,C000565,Billing,Medium,5,Yes
T018215,C013210,Cancellation,Medium,13,Yes
T018216,C019148,Feature,Low,8,No
T018217,C040661,Cancellation,Medium,2,No
T018218,C014964,Cancellation,Medium,14,No
T018219,C015437,Billing,Low,1,Yes
T018220,C028074,Billing,Medium,13,Yes
T018221,C015249,Billing,High,12,No
T018222,C035554,Cancellation,Medium,11,Yes
T018223,C029678,Cancellation,Medium,3,No
T018224,C033961,Feature,High,6,Yes
T018225,C001399,Feature,High,10,No
T018226,C019455,Cancellation,Low,11,No
T018227,C019844,Bug,Medium,1,No
T018228,C006989,Cancellation,High,5,No
T018229,C044690,Billing,High,10,Yes
T018230,C010272,Cancellation,Medium,9,No
T018231,C004653,Billing,Medium,11,Yes
T018232,C005610,Billing,Medium,6,No
T018233,C047433,Bug,Medium,15,Yes
T018234,C001453,Billing,Medium,15,Yes
T018235,C032946,Bug,Low,6,No
T018236,C048356,Feature,High,12,No
T018237,C021195,Bug,High,9,No
T018238,C033782,Feature,Medium,4,No
T018239,C018148,Feature,Low,2,Yes
T018240,C037406,Bug,Medium,4,Yes
T018241,C018358,Bug,High,0,Yes
T018242,C037943,Bug,Medium,5,No
T018243,C006478,Login,Low,9,No
T018244,C045907,Feature,Medium,13,No
T018245,C019180,Bug,Low,13,No
T018246,C033085,Cancellation,High,9,Yes
T018247,C047355,Feature,Medium,2,No
T018248,C042943,Billing,Low,14,No
T018249,C042167,Login,Medium,13,No
T018250,C042430,Cancellation,Low,2,Yes
T018251,C006331,Feature,High,10,No
T018252,C022011,Cancellation,High,15,No
T018253,C020885,Bug,Low,14,No
T018254,C042069,Feature,Low,14,Yes
T018255,C022271,Bug,Low,2,No
T018256,C007533,Billing,Medium,14,No
T018257,C031743,Cancellation,Medium,12,No
T018258,C019195,Bug,Low,2,No
T018259,C047044,Login,Medium,6,Yes
T018260,C016741,Bug,Low,1,Yes
T018261,C020015,Login,High,3,No
T018262,C048494,Login,Medium,2,Yes
T018263,C006348,Bug,Low,8,No
T018264,C018500,Cancellation,Medium,8,No
T018265,C038477,Feature,Low,15,No
T018266,C020724,Login,Low,13,Yes
T018267,C040520,Feature,Low,12,Yes
T018268,C048017,Login,Medium,12,No
T018269,C029140,Feature,High,13,Yes
T018270,C018573,Login,Low,15,Yes
T018271,C001766,Bug,Low,12,No
T018272,C014775,Bug,Low,12,Yes
T018273,C042762,Bug,Low,0,No
T018274,C033713,Billing,High,9,No
T018275,C018019,Bug,High,6,Yes
T018276,C010818,Billing,Low,9,Yes
T018277,C028428,Cancellation,Medium,8,No
T018278,C040060,Billing,Low,9,No
T018279,C020951,Feature,High,6,No
T018280,C018584,Feature,Medium,3,No
T018281,C027671,Cancellation,Medium,7,Yes
T018282,C036879,Bug,Low,8,Yes
T018283,C033546,Billing,High,13,No
T018284,C022105,Cancellation,High,9,Yes
T018285,C008022,Feature,Low,6,Yes
T018286,C012547,Cancellation,Low,0,No
T018287,C029658,Feature,Low,4,No
T018288,C029095,Cancellation,Low,10,Yes
T018289,C028411,Cancellation,Low,4,No
T018290,C036697,Cancellation,Medium,9,Yes
T018291,C011555,Feature,High,13,Yes
T018292,C049280,Cancellation,Low,4,No
T018293,C009984,Feature,Medium,4,No
T018294,C039390,Login,Medium,0,No
T018295,C047004,Bug,Medium,7,No
T018296,C039752,Cancellation,Medium,9,No
T018297,C037174,Billing,Medium,0,Yes
T018298,C006658,Login,Medium,10,No
T018299,C009863,Cancellation,Low,4,Yes
T018300,C026649,Billing,Medium,6,No
T018301,C039967,Login,Medium,8,Yes
T018302,C002483,Feature,Medium,0,Yes
T018303,C029993,Feature,Low,11,No
T018304,C037344,Login,Medium,6,No
T018305,C004378,Bug,High,4,No
T018306,C025453,Login,High,10,No
T018307,C008471,Bug,Medium,5,No
T018308,C026142,Cancellation,Low,14,Yes
T018309,C042365,Cancellation,Medium,5,No
T018310,C001524,Login,Medium,0,No
T018311,C026255,Billing,Medium,13,Yes
T018312,C021759,Bug,High,4,No
T018313,C041252,Cancellation,Low,6,Yes
T018314,C039447,Cancellation,High,10,Yes
T018315,C033650,Cancellation,Medium,13,Yes
T018316,C042777,Billing,High,13,Yes
T018317,C020208,Billing,High,2,No
T018318,C015698,Billing,High,3,Yes
T018319,C044902,Billing,High,6,No
T018320,C012894,Login,Medium,1,No
T018321,C024143,Cancellation,Low,5,No
T018322,C045244,Billing,Medium,2,No
T018323,C021795,Cancellation,Medium,4,Yes
T018324,C037583,Feature,Low,10,No
T018325,C000160,Bug,High,6,No
T018326,C012096,Bug,Medium,0,Yes
T018327,C043054,Cancellation,High,8,Yes
T018328,C045035,Feature,High,15,Yes
T018329,C046784,Cancellation,High,0,No
T018330,C012148,Billing,Low,4,Yes
T018331,C003061,Login,Low,7,No
T018332,C008449,Billing,High,12,Yes
T018333,C033768,Cancellation,Medium,13,No
T018334,C017826,Login,Low,2,No
T018335,C047647,Billing,Medium,4,Yes
T018336,C000541,Cancellation,High,15,Yes
T018337,C046020,Bug,Medium,14,Yes
T018338,C028783,Cancellation,High,15,Yes
T018339,C022137,Login,Low,12,No
T018340,C029953,Feature,High,11,No
T018341,C028013,Feature,Medium,9,No
T018342,C015616,Bug,High,3,Yes
T018343,C008861,Login,Low,10,No
T018344,C028877,Feature,High,2,Yes
T018345,C010621,Bug,Low,4,Yes
T018346,C005502,Feature,Medium,10,Yes
T018347,C043921,Billing,Medium,2,No
T018348,C044868,Login,Low,8,No
T018349,C022439,Billing,Medium,1,No
T018350,C009242,Billing,Medium,10,Yes
T018351,C001983,Bug,High,6,Yes
T018352,C041840,Feature,Low,13,No
T018353,C031437,Cancellation,High,15,No
T018354,C029182,Feature,High,6,No
T018355,C037698,Login,Medium,2,No
T018356,C047308,Cancellation,High,7,Yes
T018357,C036402,Cancellation,Medium,2,Yes
T018358,C006879,Feature,Low,4,No
T018359,C008264,Billing,High,5,Yes
T018360,C022065,Feature,Medium,15,No
T018361,C032765,Feature,Medium,15,No
T018362,C049954,Billing,Low,4,Yes
T018363,C008053,Cancellation,Low,14,No
T018364,C030784,Bug,High,11,Yes
T018365,C043088,Login,Low,1,No
T018366,C049340,Bug,Low,15,No
T018367,C005666,Billing,Medium,14,No
T018368,C025104,Feature,Medium,8,Yes
T018369,C035598,Bug,Medium,11,Yes
T018370,C017245,Bug,High,5,Yes
T018371,C000684,Bug,High,9,Yes
T018372,C047738,Cancellation,Low,2,No
T018373,C012039,Feature,High,9,No
T018374,C015744,Cancellation,Low,5,No
T018375,C042903,Login,Low,15,No
T018376,C017885,Feature,Low,4,No
T018377,C040826,Feature,Low,0,No
T018378,C027533,Cancellation,Low,14,Yes
T018379,C001902,Bug,High,8,Yes
T018380,C001356,Bug,High,14,No
T018381,C045394,Billing,Low,10,Yes
T018382,C038469,Cancellation,Low,9,No
T018383,C006305,Login,High,5,Yes
T018384,C035429,Billing,High,0,Yes
T018385,C001059,Login,Medium,11,Yes
T018386,C017336,Feature,Low,12,No
T018387,C036875,Cancellation,Low,13,No
T018388,C022722,Billing,Medium,6,Yes
T018389,C044368,Bug,Low,15,No
T018390,C000791,Feature,Medium,8,Yes
T018391,C018383,Login,High,11,No
T018392,C028143,Billing,Medium,15,Yes
T018393,C033869,Feature,Medium,8,Yes
T018394,C000425,Cancellation,Low,10,No
T018395,C015339,Login,Medium,9,No
T018396,C026218,Cancellation,Low,7,No
T018397,C011920,Login,Medium,3,Yes
T018398,C024098,Login,High,9,No
T018399,C029677,Feature,High,2,No
T018400,C034814,Billing,High,7,No
T018401,C036089,Billing,Low,14,No
T018402,C049740,Bug,High,2,Yes
T018403,C004496,Login,Medium,1,No
T018404,C030682,Cancellation,Medium,3,Yes
T018405,C022471,Billing,Low,10,No
T018406,C007928,Bug,Low,7,No
T018407,C030204,Cancellation,Medium,6,No
T018408,C045569,Feature,High,0,Yes
T018409,C000360,Cancellation,High,11,No
T018410,C017268,Cancellation,Medium,8,No
T018411,C028527,Login,Low,5,Yes
T018412,C042461,Cancellation,Medium,2,No
T018413,C017921,Cancellation,Low,8,No
T018414,C038338,Cancellation,Medium,15,No
T018415,C030873,Billing,Medium,9,No
T018416,C019133,Bug,High,7,No
T018417,C035183,Bug,High,15,No
T018418,C006770,Login,High,11,Yes
T018419,C030829,Cancellation,High,2,No
T018420,C032085,Bug,Medium,12,No
T018421,C025897,Login,Low,8,No
T018422,C011726,Bug,Medium,15,Yes
T018423,C011117,Cancellation,High,14,Yes
T018424,C001699,Cancellation,High,12,Yes
T018425,C022017,Feature,Medium,5,Yes
T018426,C005069,Login,Medium,6,Yes
T018427,C044577,Cancellation,Medium,8,No
T018428,C011533,Bug,Medium,15,No
T018429,C041251,Feature,Medium,12,Yes
T018430,C042743,Cancellation,Medium,13,Yes
T018431,C045175,Billing,Medium,5,No
T018432,C026424,Feature,Low,4,No
T018433,C035127,Login,Medium,5,Yes
T018434,C005481,Bug,Low,7,No
T018435,C025934,Feature,Medium,2,No
T018436,C002554,Billing,High,10,Yes
T018437,C024370,Billing,Medium,13,No
T018438,C011283,Bug,Low,3,No
T018439,C021684,Login,Medium,12,Yes
T018440,C010829,Bug,High,2,Yes
T018441,C004884,Login,Low,0,No
T018442,C037841,Feature,High,12,No
T018443,C038945,Login,Medium,14,No
T018444,C016856,Bug,Low,5,Yes
T018445,C015736,Bug,Low,2,No
T018446,C001480,Billing,Low,6,Yes
T018447,C003693,Cancellation,Medium,3,Yes
T018448,C001047,Bug,Medium,5,No
T018449,C019761,Feature,High,10,No
T018450,C032530,Login,High,13,No
T018451,C028583,Login,High,5,No
T018452,C035364,Cancellation,Medium,12,Yes
T018453,C006233,Billing,High,12,No
T018454,C044592,Feature,Low,0,Yes
T018455,C011416,Login,High,8,No
T018456,C043927,Login,High,4,No
T018457,C020668,Feature,Low,9,No
T018458,C034524,Feature,High,1,No
T018459,C027830,Billing,Low,8,Yes
T018460,C032541,Login,Low,5,No
T018461,C048463,Cancellation,Medium,6,No
T018462,C039809,Login,High,1,No
T018463,C019251,Billing,Low,13,No
T018464,C016888,Cancellation,Low,3,Yes
T018465,C011976,Bug,Medium,15,Yes
T018466,C036812,Login,Low,7,No
T018467,C037792,Login,High,3,No
T018468,C005160,Bug,Medium,9,Yes
T018469,C019863,Login,Low,1,Yes
T018470,C036661,Cancellation,High,10,Yes
T018471,C033762,Cancellation,Medium,8,No
T018472,C048882,Bug,Low,9,No
T018473,C031705,Feature,Medium,0,No
T018474,C019790,Feature,Medium,5,Yes
T018475,C002219,Bug,High,13,No
T018476,C021534,Cancellation,Medium,7,Yes
T018477,C024260,Login,Medium,2,No
T018478,C013281,Cancellation,High,1,Yes
T018479,C025967,Feature,Low,9,Yes
T018480,C011457,Cancellation,Medium,11,No
T018481,C030779,Bug,Medium,14,No
T018482,C005132,Bug,High,9,No
T018483,C010355,Bug,High,11,No
T018484,C020828,Login,Medium,8,No
T018485,C033821,Cancellation,Low,4,Yes
T018486,C021439,Cancellation,Medium,13,Yes
T018487,C034609,Feature,Medium,2,Yes
T018488,C041682,Cancellation,High,8,No
T018489,C049094,Login,High,15,Yes
T018490,C035739,Billing,Low,15,No
T018491,C019341,Cancellation,High,8,Yes
T018492,C004152,Billing,Medium,4,Yes
T018493,C037093,Feature,High,15,Yes
T018494,C000459,Feature,Low,3,No
T018495,C011888,Cancellation,Medium,7,No
T018496,C018182,Bug,Medium,1,No
T018497,C039340,Cancellation,Medium,7,Yes
T018498,C023407,Bug,Medium,13,Yes
T018499,C004941,Billing,Medium,8,Yes
T018500,C041666,Cancellation,Medium,14,Yes
T018501,C038999,Cancellation,Low,4,No
T018502,C010506,Billing,Low,9,No
T018503,C044904,Cancellation,High,9,Yes
T018504,C008037,Cancellation,Medium,11,Yes
T018505,C008353,Login,Low,5,Yes
T018506,C046319,Cancellation,Low,5,No
T018507,C002388,Feature,High,8,No
T018508,C027869,Bug,Low,8,Yes
T018509,C045379,Billing,Low,3,Yes
T018510,C028441,Login,Low,13,No
T018511,C038151,Cancellation,Medium,11,No
T018512,C034961,Login,Low,13,No
T018513,C042065,Feature,Medium,7,No
T018514,C046260,Feature,Medium,8,No
T018515,C012075,Cancellation,Medium,9,No
T018516,C011421,Cancellation,Low,5,Yes
T018517,C032106,Bug,Low,8,Yes
T018518,C021756,Bug,High,11,Yes
T018519,C012270,Bug,Low,1,Yes
T018520,C044960,Cancellation,High,9,Yes
T018521,C008778,Login,Medium,8,Yes
T018522,C028799,Login,Low,9,Yes
T018523,C008531,Bug,High,15,No
T018524,C001367,Billing,Low,2,Yes
T018525,C017439,Billing,High,3,No
T018526,C049521,Feature,Low,5,Yes
T018527,C028774,Bug,Low,12,Yes
T018528,C017851,Feature,Medium,10,Yes
T018529,C047310,Feature,High,12,No
T018530,C022587,Feature,Medium,13,No
T018531,C037836,Login,Medium,2,No
T018532,C026427,Login,Medium,0,No
T018533,C041655,Login,High,14,No
T018534,C003258,Login,High,8,Yes
T018535,C018093,Feature,Medium,8,Yes
T018536,C010871,Billing,High,13,Yes
T018537,C012942,Billing,Medium,7,No
T018538,C006743,Bug,High,6,Yes
T018539,C031362,Bug,Low,3,Yes
T018540,C009734,Cancellation,Medium,2,Yes
T018541,C036922,Bug,Medium,4,Yes
T018542,C019094,Login,Low,12,No
T018543,C017351,Login,Low,6,Yes
T018544,C013721,Cancellation,High,10,No
T018545,C034019,Billing,Low,4,No
T018546,C032826,Billing,Medium,8,Yes
T018547,C017777,Cancellation,Medium,11,Yes
T018548,C009545,Login,High,12,No
T018549,C003554,Bug,Medium,11,No
T018550,C017018,Billing,Medium,2,No
T018551,C009311,Bug,High,1,No
T018552,C011476,Login,High,4,No
T018553,C019697,Feature,Medium,12,Yes
T018554,C007188,Billing,High,13,Yes
T018555,C006593,Feature,Medium,12,No
T018556,C002983,Billing,High,3,No
T018557,C016602,Billing,Low,8,Yes
T018558,C045056,Cancellation,Low,12,No
T018559,C022531,Bug,Medium,10,Yes
T018560,C046850,Billing,Medium,15,Yes
T018561,C012771,Bug,Medium,7,No
T018562,C025455,Bug,Low,7,No
T018563,C032122,Feature,Medium,2,No
T018564,C035619,Cancellation,High,15,No
T018565,C013346,Bug,Medium,10,Yes
T018566,C005819,Cancellation,High,15,No
T018567,C044565,Cancellation,Medium,2,No
T018568,C008719,Billing,Medium,15,No
T018569,C045198,Cancellation,Low,5,Yes
T018570,C000463,Billing,Low,9,Yes
T018571,C000832,Cancellation,High,15,No
T018572,C009859,Bug,High,8,No
T018573,C016994,Cancellation,High,14,Yes
T018574,C045474,Cancellation,Low,6,No
T018575,C033324,Login,High,5,Yes
T018576,C043194,Login,High,1,No
T018577,C032751,Billing,High,13,No
T018578,C034495,Feature,Medium,1,Yes
T018579,C004220,Login,Low,9,Yes
T018580,C009796,Login,Medium,15,Yes
T018581,C023024,Cancellation,Low,7,No
T018582,C035814,Login,Low,4,Yes
T018583,C025461,Feature,Low,7,No
T018584,C000723,Login,High,1,Yes
T018585,C007306,Bug,High,0,No
T018586,C006665,Feature,Low,6,No
T018587,C000536,Login,Low,0,No
T018588,C005179,Billing,Medium,9,No
T018589,C029253,Cancellation,Low,6,No
T018590,C012482,Login,Low,1,Yes
T018591,C032657,Cancellation,Medium,10,No
T018592,C034853,Bug,High,2,Yes
T018593,C010205,Bug,Medium,8,No
T018594,C013885,Login,Medium,4,No
T018595,C019600,Billing,Low,13,No
T018596,C008421,Bug,High,9,No
T018597,C026027,Cancellation,Low,4,No
T018598,C023725,Feature,Low,4,Yes
T018599,C038734,Bug,Low,9,Yes
T018600,C037464,Feature,Medium,2,Yes
T018601,C043814,Bug,Low,7,Yes
T018602,C003318,Cancellation,Medium,6,Yes
T018603,C016125,Cancellation,Low,11,No
T018604,C033558,Billing,Medium,5,No
T018605,C009142,Login,Medium,1,No
T018606,C027820,Login,Medium,9,Yes
T018607,C022086,Cancellation,High,3,No
T018608,C037614,Login,High,8,No
T018609,C022699,Cancellation,High,8,Yes
T018610,C014681,Cancellation,Medium,9,No
T018611,C003255,Feature,High,11,Yes
T018612,C023050,Billing,Low,2,No
T018613,C000828,Bug,Medium,5,Yes
T018614,C020351,Billing,Medium,13,Yes
T018615,C012150,Cancellation,High,15,No
T018616,C031272,Billing,Medium,15,No
T018617,C046617,Cancellation,High,0,Yes
T018618,C023065,Billing,Low,7,No
T018619,C021930,Cancellation,Medium,13,No
T018620,C023855,Bug,Low,5,Yes
T018621,C036521,Feature,Medium,13,Yes
T018622,C027477,Login,Low,7,Yes
T018623,C033459,Cancellation,Low,10,Yes
T018624,C009572,Login,High,9,Yes
T018625,C048549,Login,High,3,Yes
T018626,C046991,Cancellation,High,6,No
T018627,C025789,Cancellation,High,15,Yes
T018628,C030686,Billing,High,4,No
T018629,C043517,Feature,High,13,No
T018630,C027091,Login,Medium,7,No
T018631,C037758,Cancellation,Low,5,Yes
T018632,C008796,Cancellation,Medium,12,Yes
T018633,C038390,Feature,Medium,0,Yes
T018634,C024569,Login,Low,12,Yes
T018635,C031388,Login,Medium,0,No
T018636,C015145,Login,Medium,13,Yes
T018637,C031111,Cancellation,Low,8,No
T018638,C049572,Login,Low,12,Yes
T018639,C046564,Login,Medium,2,No
T018640,C032766,Bug,Medium,11,Yes
T018641,C026879,Bug,Medium,5,Yes
T018642,C012154,Bug,High,15,Yes
T018643,C023425,Billing,Low,1,Yes
T018644,C043089,Billing,Medium,5,No
T018645,C040876,Feature,High,6,Yes
T018646,C018630,Login,High,5,Yes
T018647,C002463,Login,Low,15,Yes
T018648,C048782,Billing,High,3,Yes
T018649,C042444,Feature,Low,13,Yes
T018650,C002519,Billing,Medium,1,Yes
T018651,C024808,Feature,Low,9,No
T018652,C032261,Billing,Medium,2,No
T018653,C012193,Cancellation,High,1,No
T018654,C000099,Login,Medium,13,Yes
T018655,C048404,Bug,Low,8,No
T018656,C001109,Feature,Medium,11,No
T018657,C037858,Bug,High,6,Yes
T018658,C042603,Bug,High,1,No
T018659,C001708,Feature,Low,8,No
T018660,C039340,Feature,Low,9,Yes
T018661,C039111,Bug,Medium,9,Yes
T018662,C011835,Bug,Medium,8,Yes
T018663,C016558,Cancellation,Medium,15,No
T018664,C020971,Bug,High,6,Yes
T018665,C006998,Billing,Medium,9,No
T018666,C006989,Feature,Low,13,No
T018667,C000317,Feature,High,9,Yes
T018668,C000175,Login,Low,4,No
T018669,C036046,Login,High,5,No
T018670,C031237,Billing,High,1,Yes
T018671,C005542,Feature,Low,8,No
T018672,C001733,Bug,Medium,15,No
T018673,C043384,Cancellation,Low,9,Yes
T018674,C014422,Login,High,7,No
T018675,C036495,Cancellation,Low,13,No
T018676,C015215,Cancellation,High,8,Yes
T018677,C030105,Login,Low,14,No
T018678,C048805,Bug,Low,0,Yes
T018679,C003227,Bug,Medium,5,Yes
T018680,C015955,Feature,Low,9,No
T018681,C049504,Feature,Low,14,Yes
T018682,C010544,Login,High,4,Yes
T018683,C006277,Cancellation,Medium,3,Yes
T018684,C043241,Bug,Medium,1,Yes
T018685,C017924,Bug,Low,11,No
T018686,C028640,Bug,High,6,No
T018687,C039756,Bug,Medium,2,No
T018688,C009903,Billing,Medium,0,Yes
T018689,C002956,Login,High,11,No
T018690,C046277,Login,Low,10,Yes
T018691,C005821,Billing,High,11,No
T018692,C017916,Feature,Medium,8,Yes
T018693,C030753,Bug,Medium,14,No
T018694,C014644,Login,Medium,4,No
T018695,C002527,Bug,Medium,14,No
T018696,C017208,Login,High,14,No
T018697,C028941,Login,Medium,7,Yes
T018698,C008881,Feature,High,12,No
T018699,C020101,Feature,Low,11,No
T018700,C022917,Login,Medium,8,Yes
T018701,C034394,Cancellation,Low,13,No
T018702,C016253,Bug,Low,12,No
T018703,C044072,Login,Low,4,Yes
T018704,C047334,Login,High,12,No
T018705,C043695,Cancellation,High,14,Yes
T018706,C012240,Bug,High,12,No
T018707,C000512,Bug,High,4,Yes
T018708,C016405,Billing,Low,14,No
T018709,C007728,Feature,High,2,Yes
T018710,C016534,Billing,Medium,9,Yes
T018711,C027264,Billing,Medium,14,No
T018712,C005769,Bug,Low,7,No
T018713,C014404,Cancellation,High,7,No
T018714,C046253,Billing,Medium,15,Yes
T018715,C038378,Billing,High,6,Yes
T018716,C009332,Login,Medium,2,No
T018717,C024472,Login,Medium,8,No
T018718,C032492,Feature,Medium,13,No
T018719,C017263,Login,High,5,Yes
T018720,C024802,Login,Low,14,Yes
T018721,C015395,Bug,Medium,8,Yes
T018722,C025732,Feature,Low,10,No
T018723,C035934,Billing,High,10,No
T018724,C044149,Login,High,12,Yes
T018725,C008250,Bug,Low,2,No
T018726,C032231,Feature,Medium,11,No
T018727,C005817,Login,Low,7,Yes
T018728,C016523,Feature,Medium,7,No
T018729,C026291,Bug,Low,1,Yes
T018730,C009425,Feature,Low,1,Yes
T018731,C014187,Billing,Low,7,No
T018732,C035771,Feature,Medium,7,Yes
T018733,C034915,Cancellation,Medium,6,No
T018734,C045436,Feature,Medium,14,Yes
T018735,C004085,Login,High,10,No
T018736,C005346,Feature,Medium,3,No
T018737,C039696,Login,Medium,14,Yes
T018738,C003995,Bug,Medium,10,No
T018739,C003271,Cancellation,Medium,2,No
T018740,C007849,Feature,Medium,8,No
T018741,C015997,Login,High,14,No
T018742,C015716,Login,Medium,8,No
T018743,C027778,Login,Low,0,No
T018744,C002492,Billing,Medium,5,Yes
T018745,C046470,Billing,Medium,1,Yes
T018746,C009826,Bug,Low,2,Yes
T018747,C023834,Billing,Medium,5,Yes
T018748,C016194,Login,Medium,14,No
T018749,C011482,Bug,Low,14,No
T018750,C028998,Feature,Medium,5,No
T018751,C026187,Feature,High,3,Yes
T018752,C004077,Billing,Low,3,Yes
T018753,C004619,Feature,High,0,No
T018754,C017290,Cancellation,Medium,9,No
T018755,C030635,Feature,Low,1,No
T018756,C027174,Cancellation,Medium,3,Yes
T018757,C048429,Login,Medium,4,Yes
T018758,C007771,Billing,Low,13,No
T018759,C027647,Login,Low,1,No
T018760,C000737,Bug,Low,13,No
T018761,C005590,Billing,High,11,No
T018762,C026703,Feature,Medium,15,No
T018763,C006243,Billing,Low,0,Yes
T018764,C036270,Login,Medium,11,Yes
T018765,C042127,Feature,Medium,1,No
T018766,C047412,Login,Medium,13,Yes
T018767,C044768,Cancellation,High,5,Yes
T018768,C007041,Login,Medium,0,No
T018769,C000457,Billing,High,2,Yes
T018770,C019173,Billing,Low,3,No
T018771,C027583,Feature,Low,5,Yes
T018772,C007334,Bug,Medium,2,No
T018773,C018755,Bug,Medium,9,Yes
T018774,C047376,Cancellation,High,8,No
T018775,C009058,Cancellation,High,3,No
T018776,C025148,Feature,Low,8,Yes
T018777,C004629,Billing,Low,11,No
T018778,C042891,Login,High,13,No
T018779,C004905,Login,Low,2,No
T018780,C004805,Login,High,3,No
T018781,C002979,Bug,High,7,No
T018782,C031052,Login,Low,8,Yes
T018783,C045035,Feature,High,6,No
T018784,C001490,Feature,High,13,No
T018785,C010854,Login,Medium,7,Yes
T018786,C015317,Billing,Low,4,Yes
T018787,C043811,Feature,Low,4,No
T018788,C019361,Login,High,8,Yes
T018789,C013012,Feature,Medium,7,No
T018790,C016111,Cancellation,Medium,8,Yes
