SubscriptionID,CustomerID,StartDate,RenewalDate,ContractType,DiscountPct,Status
S046326,C046326,2024-11-11,2025-05-10,Annual,0,Cancelled
S046327,C046327,2025-08-10,2025-12-08,Annual,20,Active
S046328,C046328,2021-11-04,2022-08-31,Annual,20,Expired
S046329,C046329,2025-09-14,2026-01-12,Monthly,0,Active
S046330,C046330,2024-06-03,2024-12-30,Annual,10,Expired
S046331,C046331,2024-08-10,2024-12-08,Annual,5,Active
S046332,C046332,2022-11-02,2023-04-01,Monthly,0,Cancelled
S046333,C046333,2024-03-24,2025-03-19,Monthly,10,Expired
S046334,C046334,2024-04-27,2024-07-26,Monthly,20,Active
S046335,C046335,2021-03-14,2021-12-09,Annual,0,Cancelled
S046336,C046336,2023-12-13,2024-08-09,Annual,15,Active
S046337,C046337,2021-11-01,2022-08-28,Monthly,10,Cancelled
S046338,C046338,2025-11-07,2026-06-05,Annual,0,Cancelled
S046339,C046339,2022-11-26,2023-09-22,Monthly,5,Expired
S046340,C046340,2022-11-15,2023-11-10,Monthly,15,Cancelled
S046341,C046341,2021-05-11,2021-07-10,Monthly,0,Active
S046342,C046342,2023-09-27,2023-12-26,Monthly,5,Cancelled
S046343,C046343,2021-04-26,2022-04-21,Monthly,5,Expired
S046344,C046344,2021-05-27,2022-03-23,Annual,5,Expired
S046345,C046345,2024-02-22,2025-01-17,Annual,20,Expired
S046346,C046346,2021-03-13,2021-04-12,Annual,10,Active
S046347,C046347,2022-11-10,2023-04-09,Monthly,5,Active
S046348,C046348,2024-05-31,2024-11-27,Monthly,0,Active
S046349,C046349,2023-01-13,2023-07-12,Monthly,10,Active
S046350,C046350,2022-10-23,2023-06-20,Monthly,20,Active
S046351,C046351,2024-04-17,2024-07-16,Monthly,15,Cancelled
S046352,C046352,2023-11-29,2024-11-23,Monthly,0,Expired
S046353,C046353,2022-02-04,2022-11-01,Annual,10,Cancelled
S046354,C046354,2025-08-28,2026-08-23,Annual,15,Active
S046355,C046355,2021-08-09,2022-06-05,Monthly,5,Expired
S046356,C046356,2022-11-13,2023-11-08,Monthly,20,Expired
S046357,C046357,2024-12-07,2025-07-05,Monthly,0,Cancelled
S046358,C046358,2025-03-15,2025-06-13,Annual,10,Active
S046359,C046359,2025-05-01,2026-01-26,Annual,15,Cancelled
S046360,C046360,2021-02-07,2021-08-06,Monthly,15,Cancelled
S046361,C046361,2024-01-30,2024-04-29,Annual,15,Expired
S046362,C046362,2022-06-28,2023-05-24,Monthly,15,Expired
S046363,C046363,2021-04-06,2022-04-01,Annual,10,Cancelled
S046364,C046364,2022-10-28,2023-07-25,Monthly,20,Active
S046365,C046365,2025-08-31,2025-11-29,Monthly,5,Expired
S046366,C046366,2024-11-13,2024-12-13,Monthly,10,Expired
S046367,C046367,2025-10-17,2026-02-14,Annual,15,Expired
S046368,C046368,2022-03-01,2022-10-27,Monthly,0,Cancelled
S046369,C046369,2025-10-15,2025-11-14,Annual,20,Cancelled
S046370,C046370,2025-05-09,2025-11-05,Monthly,20,Active
S046371,C046371,2025-02-17,2025-04-18,Monthly,10,Active
S046372,C046372,2025-08-02,2026-07-28,Monthly,0,Cancelled
S046373,C046373,2022-04-05,2022-12-01,Annual,5,Expired
S046374,C046374,2024-07-12,2025-01-08,Monthly,20,Cancelled
S046375,C046375,2023-12-27,2024-07-24,Annual,10,Expired
S046376,C046376,2025-05-11,2026-02-05,Monthly,20,Cancelled
S046377,C046377,2021-07-05,2021-10-03,Annual,15,Cancelled
S046378,C046378,2023-07-20,2024-02-15,Monthly,20,Expired
S046379,C046379,2025-03-14,2026-01-08,Monthly,5,Active
S046380,C046380,2024-07-07,2025-07-02,Annual,20,Active
S046381,C046381,2021-04-30,2021-10-27,Annual,15,Active
S046382,C046382,2022-05-22,2023-01-17,Annual,5,Expired
S046383,C046383,2024-07-06,2025-01-02,Monthly,5,Active
S046384,C046384,2023-01-11,2023-12-07,Monthly,5,Expired
S046385,C046385,2025-11-19,2026-09-15,Monthly,10,Expired
S046386,C046386,2025-04-09,2026-04-04,Monthly,10,Active
S046387,C046387,2021-09-30,2022-06-27,Annual,0,Cancelled
S046388,C046388,2025-07-30,2026-01-26,Monthly,10,Expired
S046389,C046389,2022-08-01,2022-12-29,Annual,10,Active
S046390,C046390,2024-05-27,2024-10-24,Annual,10,Expired
S046391,C046391,2022-05-08,2023-01-03,Annual,10,Active
S046392,C046392,2025-11-20,2026-01-19,Annual,0,Expired
S046393,C046393,2021-10-24,2022-06-21,Annual,10,Cancelled
S046394,C046394,2021-03-30,2022-03-25,Monthly,15,Cancelled
S046395,C046395,2022-08-12,2023-07-08,Monthly,0,Cancelled
S046396,C046396,2024-09-16,2025-08-12,Monthly,10,Active
S046397,C046397,2023-12-29,2024-11-23,Monthly,0,Expired
S046398,C046398,2024-06-25,2025-02-20,Annual,20,Expired
S046399,C046399,2024-04-12,2024-05-12,Monthly,10,Cancelled
S046400,C046400,2023-03-23,2023-05-22,Annual,15,Expired
S046401,C046401,2024-09-27,2024-12-26,Annual,0,Active
S046402,C046402,2025-02-12,2026-02-07,Monthly,15,Active
S046403,C046403,2024-03-28,2024-05-27,Monthly,10,Active
S046404,C046404,2023-06-19,2024-05-14,Annual,20,Expired
S046405,C046405,2023-02-07,2023-10-05,Annual,20,Expired
S046406,C046406,2022-07-25,2023-07-20,Monthly,15,Active
S046407,C046407,2021-07-26,2021-08-25,Annual,0,Expired
S046408,C046408,2021-07-14,2022-05-10,Monthly,10,Cancelled
S046409,C046409,2022-05-22,2022-10-19,Monthly,10,Expired
S046410,C046410,2025-08-15,2025-11-13,Monthly,0,Active
S046411,C046411,2021-05-22,2022-03-18,Annual,15,Expired
S046412,C046412,2024-06-25,2024-11-22,Annual,15,Expired
S046413,C046413,2022-10-23,2022-12-22,Monthly,5,Active
S046414,C046414,2023-10-23,2024-10-17,Monthly,20,Cancelled
S046415,C046415,2024-05-26,2024-11-22,Annual,10,Expired
S046416,C046416,2024-05-25,2024-08-23,Annual,0,Expired
S046417,C046417,2024-12-04,2025-11-29,Monthly,5,Expired
S046418,C046418,2025-06-15,2025-07-15,Monthly,10,Cancelled
S046419,C046419,2023-11-22,2024-02-20,Monthly,20,Active
S046420,C046420,2024-11-27,2025-05-26,Monthly,10,Expired
S046421,C046421,2023-08-10,2023-12-08,Monthly,10,Cancelled
S046422,C046422,2021-08-14,2022-02-10,Annual,20,Expired
S046423,C046423,2023-08-06,2024-06-01,Annual,5,Expired
S046424,C046424,2022-06-28,2022-09-26,Annual,0,Cancelled
S046425,C046425,2023-10-16,2024-06-12,Monthly,5,Expired
S046426,C046426,2025-11-28,2026-08-25,Annual,10,Cancelled
S046427,C046427,2025-11-09,2026-05-08,Monthly,15,Active
S046428,C046428,2023-07-06,2024-04-01,Annual,10,Expired
S046429,C046429,2021-04-17,2021-08-15,Annual,0,Active
S046430,C046430,2022-07-09,2023-06-04,Monthly,0,Cancelled
S046431,C046431,2024-03-18,2025-03-13,Annual,15,Active
S046432,C046432,2022-09-04,2022-12-03,Monthly,5,Cancelled
S046433,C046433,2022-11-04,2023-01-03,Annual,10,Expired
S046434,C046434,2023-04-03,2023-08-31,Annual,20,Active
S046435,C046435,2024-02-11,2025-01-06,Monthly,10,Expired
S046436,C046436,2024-12-20,2025-12-15,Annual,15,Active
S046437,C046437,2023-03-27,2024-03-21,Annual,20,Active
S046438,C046438,2021-03-21,2021-07-19,Monthly,20,Expired
S046439,C046439,2021-06-30,2022-04-26,Monthly,5,Cancelled
S046440,C046440,2021-05-07,2021-11-03,Annual,0,Active
S046441,C046441,2024-01-04,2024-04-03,Monthly,5,Expired
S046442,C046442,2021-02-06,2021-10-04,Annual,20,Cancelled
S046443,C046443,2021-04-20,2021-05-20,Monthly,15,Expired
S046444,C046444,2024-11-08,2025-01-07,Monthly,10,Active
S046445,C046445,2021-09-28,2022-02-25,Annual,5,Active
S046446,C046446,2024-06-21,2024-11-18,Monthly,0,Cancelled
S046447,C046447,2025-02-09,2025-05-10,Monthly,0,Cancelled
S046448,C046448,2024-02-05,2024-03-06,Annual,5,Cancelled
S046449,C046449,2024-11-03,2025-04-02,Monthly,0,Expired
S046450,C046450,2022-07-26,2022-10-24,Monthly,10,Expired
S046451,C046451,2023-08-20,2024-07-15,Monthly,15,Active
S046452,C046452,2023-01-24,2023-10-21,Annual,20,Active
S046453,C046453,2025-01-01,2025-11-27,Monthly,15,Active
S046454,C046454,2022-10-17,2023-10-12,Monthly,20,Active
S046455,C046455,2025-10-16,2026-09-11,Annual,5,Expired
S046456,C046456,2022-08-01,2022-10-30,Annual,20,Expired
S046457,C046457,2022-03-07,2022-06-05,Annual,15,Expired
S046458,C046458,2025-07-14,2026-05-10,Monthly,0,Cancelled
S046459,C046459,2023-01-27,2023-10-24,Monthly,15,Cancelled
S046460,C046460,2024-07-09,2024-12-06,Monthly,5,Active
S046461,C046461,2023-06-18,2023-12-15,Annual,0,Cancelled
S046462,C046462,2023-12-15,2024-05-13,Monthly,5,Cancelled
S046463,C046463,2024-12-17,2025-10-13,Monthly,0,Expired
S046464,C046464,2021-12-06,2022-05-05,Annual,5,Expired
S046465,C046465,2024-09-06,2025-01-04,Annual,10,Active
S046466,C046466,2022-07-14,2023-04-10,Annual,20,Cancelled
S046467,C046467,2024-08-24,2025-01-21,Annual,0,Active
S046468,C046468,2022-03-14,2022-11-09,Annual,10,Active
S046469,C046469,2025-09-29,2025-11-28,Monthly,5,Cancelled
S046470,C046470,2023-03-18,2023-07-16,Monthly,0,Expired
S046471,C046471,2023-06-07,2024-06-01,Annual,0,Cancelled
S046472,C046472,2023-07-13,2023-10-11,Monthly,0,Expired
S046473,C046473,2022-02-19,2022-05-20,Monthly,20,Active
S046474,C046474,2022-07-26,2022-08-25,Monthly,20,Active
S046475,C046475,2024-06-30,2024-09-28,Annual,0,Expired
S046476,C046476,2021-06-10,2022-03-07,Annual,15,Expired
S046477,C046477,2023-10-10,2024-03-08,Annual,15,Expired
S046478,C046478,2023-08-13,2024-03-10,Annual,5,Cancelled
S046479,C046479,2023-06-18,2024-03-14,Monthly,0,Active
S046480,C046480,2023-03-25,2023-11-20,Monthly,5,Active
S046481,C046481,2022-02-24,2022-09-22,Annual,20,Expired
S046482,C046482,2023-10-25,2024-06-21,Annual,10,Active
S046483,C046483,2022-08-29,2022-11-27,Annual,15,Cancelled
S046484,C046484,2025-03-03,2026-01-27,Monthly,15,Active
S046485,C046485,2024-05-04,2024-06-03,Monthly,10,Cancelled
S046486,C046486,2024-06-08,2025-02-03,Monthly,5,Cancelled
S046487,C046487,2022-11-26,2023-03-26,Monthly,5,Expired
S046488,C046488,2025-02-23,2025-06-23,Monthly,10,Active
S046489,C046489,2023-11-23,2023-12-23,Monthly,10,Active
S046490,C046490,2025-04-10,2025-11-06,Annual,10,Cancelled
S046491,C046491,2025-04-04,2025-11-30,Annual,15,Expired
S046492,C046492,2023-03-11,2023-07-09,Annual,5,Expired
S046493,C046493,2021-09-02,2021-10-02,Monthly,0,Expired
S046494,C046494,2021-04-22,2022-01-17,Monthly,10,Active
S046495,C046495,2023-05-05,2023-10-02,Monthly,20,Expired
S046496,C046496,2022-03-19,2022-04-18,Annual,5,Expired
S046497,C046497,2023-05-18,2023-10-15,Annual,20,Active
S046498,C046498,2021-04-30,2021-07-29,Annual,0,Cancelled
S046499,C046499,2021-10-24,2022-03-23,Monthly,10,Cancelled
S046500,C046500,2023-05-21,2023-11-17,Monthly,20,Active
S046501,C046501,2023-12-11,2024-09-06,Monthly,5,Cancelled
S046502,C046502,2021-01-28,2021-02-27,Monthly,5,Cancelled
S046503,C046503,2025-05-22,2025-11-18,Monthly,10,Expired
S046504,C046504,2023-04-19,2023-07-18,Annual,5,Cancelled
S046505,C046505,2023-11-30,2024-01-29,Monthly,0,Active
S046506,C046506,2024-04-21,2025-02-15,Monthly,20,Active
S046507,C046507,2022-06-03,2023-01-29,Annual,15,Expired
S046508,C046508,2022-11-04,2023-01-03,Annual,15,Cancelled
S046509,C046509,2025-01-19,2025-11-15,Monthly,20,Active
S046510,C046510,2023-09-02,2024-05-29,Monthly,5,Active
S046511,C046511,2021-04-21,2022-04-16,Annual,15,Cancelled
S046512,C046512,2025-07-05,2025-08-04,Monthly,5,Expired
S046513,C046513,2021-06-05,2022-05-01,Monthly,15,Active
S046514,C046514,2023-02-17,2023-06-17,Monthly,15,Expired
S046515,C046515,2025-06-27,2025-07-27,Monthly,20,Cancelled
S046516,C046516,2021-03-13,2021-11-08,Annual,10,Expired
S046517,C046517,2024-01-24,2024-08-21,Monthly,5,Cancelled
S046518,C046518,2024-03-25,2024-08-22,Monthly,20,Expired
S046519,C046519,2022-10-21,2023-06-18,Monthly,15,Cancelled
S046520,C046520,2024-02-11,2024-04-11,Annual,10,Expired
S046521,C046521,2025-03-11,2025-10-07,Annual,20,Expired
S046522,C046522,2021-06-12,2021-12-09,Annual,20,Cancelled
S046523,C046523,2021-05-04,2022-02-28,Monthly,0,Active
S046524,C046524,2021-06-10,2022-06-05,Monthly,15,Expired
S046525,C046525,2025-07-06,2026-05-02,Annual,10,Active
S046526,C046526,2024-12-10,2025-06-08,Annual,5,Cancelled
S046527,C046527,2024-06-19,2025-04-15,Monthly,5,Expired
S046528,C046528,2022-08-14,2022-09-13,Monthly,5,Cancelled
S046529,C046529,2024-05-06,2024-06-05,Monthly,5,Expired
S046530,C046530,2025-12-03,2026-03-03,Annual,0,Expired
S046531,C046531,2021-08-07,2022-02-03,Monthly,0,Active
S046532,C046532,2022-10-12,2023-06-09,Annual,10,Expired
S046533,C046533,2021-08-24,2022-05-21,Monthly,5,Expired
S046534,C046534,2021-09-25,2022-03-24,Annual,15,Active
S046535,C046535,2023-07-14,2023-09-12,Annual,20,Cancelled
S046536,C046536,2023-04-18,2023-08-16,Annual,15,Active
S046537,C046537,2024-07-31,2025-05-27,Annual,5,Expired
S046538,C046538,2025-03-17,2025-07-15,Monthly,20,Active
S046539,C046539,2023-10-07,2024-02-04,Annual,5,Active
S046540,C046540,2024-07-31,2025-05-27,Annual,10,Cancelled
S046541,C046541,2021-11-14,2022-05-13,Monthly,0,Expired
S046542,C046542,2021-02-19,2021-04-20,Monthly,20,Active
S046543,C046543,2022-08-13,2023-06-09,Annual,10,Expired
S046544,C046544,2021-01-09,2021-02-08,Annual,15,Cancelled
S046545,C046545,2021-03-19,2021-04-18,Monthly,5,Cancelled
S046546,C046546,2025-02-05,2025-09-03,Annual,15,Cancelled
S046547,C046547,2025-04-03,2025-08-01,Monthly,20,Cancelled
S046548,C046548,2023-11-11,2024-04-09,Annual,15,Active
S046549,C046549,2021-02-09,2021-03-11,Monthly,5,Active
S046550,C046550,2024-07-09,2024-10-07,Annual,5,Active
S046551,C046551,2021-09-05,2022-01-03,Monthly,5,Active
S046552,C046552,2025-08-16,2026-04-13,Monthly,0,Cancelled
S046553,C046553,2022-05-03,2022-12-29,Monthly,10,Active
S046554,C046554,2022-11-28,2023-01-27,Annual,20,Expired
S046555,C046555,2021-05-12,2022-01-07,Annual,0,Expired
S046556,C046556,2023-04-29,2024-02-23,Monthly,0,Expired
S046557,C046557,2022-09-16,2023-06-13,Annual,10,Expired
S046558,C046558,2021-06-02,2021-08-01,Monthly,20,Cancelled
S046559,C046559,2025-11-01,2025-12-01,Annual,10,Cancelled
S046560,C046560,2021-04-21,2021-07-20,Annual,5,Cancelled
S046561,C046561,2024-06-16,2025-04-12,Annual,10,Expired
S046562,C046562,2022-11-14,2023-01-13,Annual,20,Cancelled
S046563,C046563,2021-10-15,2021-12-14,Monthly,5,Expired
S046564,C046564,2023-10-10,2024-10-04,Monthly,10,Expired
S046565,C046565,2023-01-24,2023-06-23,Monthly,5,Expired
S046566,C046566,2023-08-07,2023-10-06,Annual,10,Active
S046567,C046567,2025-05-12,2026-03-08,Monthly,5,Cancelled
S046568,C046568,2022-03-11,2022-04-10,Annual,20,Cancelled
S046569,C046569,2021-07-05,2021-11-02,Annual,0,Active
S046570,C046570,2024-02-14,2025-01-09,Monthly,10,Expired
S046571,C046571,2022-08-23,2023-03-21,Monthly,10,Cancelled
S046572,C046572,2022-09-08,2022-11-07,Annual,10,Cancelled
S046573,C046573,2024-06-27,2025-04-23,Monthly,15,Cancelled
S046574,C046574,2022-05-10,2023-04-05,Annual,10,Active
S046575,C046575,2022-01-26,2022-03-27,Monthly,0,Cancelled
S046576,C046576,2023-09-29,2024-04-26,Monthly,5,Cancelled
S046577,C046577,2022-04-29,2022-11-25,Monthly,15,Expired
S046578,C046578,2023-10-04,2024-05-31,Monthly,5,Expired
S046579,C046579,2021-12-06,2022-06-04,Monthly,5,Cancelled
S046580,C046580,2025-02-16,2025-11-13,Monthly,10,Active
S046581,C046581,2021-03-10,2022-02-03,Monthly,10,Cancelled
S046582,C046582,2021-11-03,2022-04-02,Monthly,0,Cancelled
S046583,C046583,2024-12-14,2025-01-13,Annual,0,Cancelled
S046584,C046584,2023-02-05,2023-12-02,Monthly,0,Expired
S046585,C046585,2025-03-04,2025-07-02,Monthly,15,Active
S046586,C046586,2024-05-01,2024-05-31,Annual,0,Expired
S046587,C046587,2024-08-31,2024-11-29,Monthly,0,Active
S046588,C046588,2023-07-05,2024-03-31,Monthly,15,Active
S046589,C046589,2021-09-22,2022-05-20,Monthly,0,Active
S046590,C046590,2024-10-27,2025-06-24,Monthly,15,Expired
S046591,C046591,2022-07-05,2023-05-31,Monthly,10,Cancelled
S046592,C046592,2022-03-10,2022-12-05,Annual,20,Expired
S046593,C046593,2025-01-12,2025-06-11,Monthly,15,Cancelled
S046594,C046594,2021-01-01,2021-04-01,Monthly,20,Cancelled
S046595,C046595,2025-03-01,2025-03-31,Annual,5,Expired
S046596,C046596,2021-09-13,2022-06-10,Annual,10,Expired
S046597,C046597,2022-02-05,2022-08-04,Annual,5,Active
S046598,C046598,2024-04-30,2024-08-28,Monthly,5,Active
S046599,C046599,2022-07-25,2023-03-22,Annual,0,Expired
S046600,C046600,2025-01-22,2026-01-17,Annual,5,Active
S046601,C046601,2024-02-02,2024-08-30,Monthly,10,Active
S046602,C046602,2024-09-13,2025-06-10,Monthly,0,Cancelled
S046603,C046603,2022-02-05,2022-04-06,Monthly,15,Expired
S046604,C046604,2021-03-08,2021-04-07,Monthly,20,Cancelled
S046605,C046605,2025-06-12,2026-03-09,Annual,5,Cancelled
S046606,C046606,2024-08-17,2025-02-13,Monthly,20,Cancelled
S046607,C046607,2023-07-04,2024-05-29,Annual,10,Active
S046608,C046608,2021-11-13,2022-07-11,Monthly,5,Active
S046609,C046609,2024-02-20,2024-07-19,Annual,15,Expired
S046610,C046610,2021-08-30,2022-01-27,Monthly,15,Active
S046611,C046611,2024-09-16,2025-05-14,Monthly,15,Expired
S046612,C046612,2021-03-20,2021-08-17,Monthly,20,Expired
S046613,C046613,2025-06-17,2025-07-17,Monthly,15,Cancelled
S046614,C046614,2022-02-12,2023-02-07,Annual,15,Active
S046615,C046615,2024-06-10,2024-11-07,Monthly,0,Cancelled
S046616,C046616,2025-10-13,2025-11-12,Annual,10,Cancelled
S046617,C046617,2022-04-29,2022-12-25,Monthly,0,Expired
S046618,C046618,2025-06-02,2025-08-31,Monthly,20,Active
S046619,C046619,2023-02-23,2023-03-25,Monthly,10,Expired
S046620,C046620,2021-11-21,2022-10-17,Annual,5,Cancelled
S046621,C046621,2023-11-05,2024-07-02,Monthly,10,Expired
S046622,C046622,2025-11-16,2026-07-14,Annual,20,Active
S046623,C046623,2024-03-18,2025-03-13,Annual,10,Active
S046624,C046624,2025-11-26,2026-02-24,Annual,20,Cancelled
S046625,C046625,2022-10-24,2023-02-21,Monthly,15,Cancelled
S046626,C046626,2022-06-08,2022-07-08,Monthly,0,Active
S046627,C046627,2024-03-05,2024-10-01,Annual,20,Cancelled
S046628,C046628,2021-10-25,2021-11-24,Annual,20,Cancelled
S046629,C046629,2023-02-08,2023-05-09,Monthly,5,Expired
S046630,C046630,2025-09-13,2025-12-12,Monthly,5,Expired
S046631,C046631,2023-07-04,2024-04-29,Monthly,15,Active
S046632,C046632,2021-11-21,2021-12-21,Monthly,10,Cancelled
S046633,C046633,2024-02-16,2024-10-13,Monthly,15,Active
S046634,C046634,2025-10-08,2026-02-05,Annual,20,Expired
S046635,C046635,2022-11-23,2023-04-22,Annual,20,Cancelled
S046636,C046636,2024-05-25,2025-05-20,Monthly,10,Active
S046637,C046637,2024-11-09,2025-07-07,Annual,20,Cancelled
S046638,C046638,2022-10-24,2022-12-23,Annual,20,Cancelled
S046639,C046639,2023-03-06,2024-02-29,Annual,20,Active
S046640,C046640,2021-05-15,2022-05-10,Monthly,5,Expired
S046641,C046641,2024-05-04,2025-03-30,Monthly,5,Expired
S046642,C046642,2025-11-29,2026-10-25,Annual,5,Active
S046643,C046643,2025-01-20,2025-06-19,Annual,10,Cancelled
S046644,C046644,2021-10-25,2022-05-23,Annual,0,Expired
S046645,C046645,2023-08-16,2023-10-15,Monthly,15,Active
S046646,C046646,2023-02-08,2024-02-03,Monthly,0,Expired
S046647,C046647,2024-03-23,2024-08-20,Monthly,20,Expired
S046648,C046648,2025-07-13,2025-10-11,Annual,10,Cancelled
S046649,C046649,2024-02-01,2024-03-02,Monthly,0,Expired
S046650,C046650,2022-12-12,2023-02-10,Monthly,10,Cancelled
S046651,C046651,2024-12-07,2025-10-03,Annual,0,Active
S046652,C046652,2025-11-10,2026-02-08,Annual,20,Active
S046653,C046653,2024-09-27,2025-09-22,Annual,5,Active
S046654,C046654,2022-01-07,2022-05-07,Annual,20,Expired
S046655,C046655,2024-06-17,2025-06-12,Monthly,0,Active
S046656,C046656,2022-05-23,2023-02-17,Monthly,10,Expired
S046657,C046657,2024-12-13,2025-05-12,Annual,0,Cancelled
S046658,C046658,2025-03-08,2025-09-04,Monthly,10,Active
S046659,C046659,2021-03-24,2021-11-19,Annual,5,Expired
S046660,C046660,2021-09-02,2022-07-29,Monthly,0,Active
S046661,C046661,2024-02-22,2024-11-18,Annual,0,Expired
S046662,C046662,2024-05-05,2024-09-02,Annual,5,Cancelled
S046663,C046663,2021-06-24,2021-08-23,Monthly,10,Cancelled
S046664,C046664,2022-03-26,2023-01-20,Monthly,5,Expired
S046665,C046665,2024-02-21,2024-12-17,Annual,20,Expired
S046666,C046666,2022-05-23,2023-05-18,Annual,5,Active
S046667,C046667,2021-12-14,2022-02-12,Annual,0,Active
S046668,C046668,2021-10-17,2022-05-15,Monthly,20,Expired
S046669,C046669,2023-08-07,2024-02-03,Monthly,0,Cancelled
S046670,C046670,2024-08-03,2025-04-30,Monthly,5,Cancelled
S046671,C046671,2023-11-20,2024-01-19,Monthly,15,Expired
S046672,C046672,2021-10-01,2022-08-27,Monthly,5,Active
S046673,C046673,2025-06-21,2025-12-18,Annual,15,Active
S046674,C046674,2022-11-02,2022-12-02,Monthly,20,Expired
S046675,C046675,2025-10-02,2026-07-29,Monthly,0,Active
S046676,C046676,2023-01-28,2023-03-29,Annual,0,Cancelled
S046677,C046677,2024-03-25,2024-09-21,Monthly,5,Active
S046678,C046678,2024-06-22,2025-01-18,Monthly,5,Cancelled
S046679,C046679,2025-03-10,2025-04-09,Annual,5,Cancelled
S046680,C046680,2025-02-12,2025-07-12,Monthly,5,Expired
S046681,C046681,2021-11-13,2022-10-09,Annual,5,Expired
S046682,C046682,2022-07-02,2023-01-28,Monthly,20,Expired
S046683,C046683,2024-02-10,2025-02-04,Annual,0,Expired
S046684,C046684,2022-01-01,2022-04-01,Annual,10,Cancelled
S046685,C046685,2021-10-03,2022-05-01,Annual,5,Active
S046686,C046686,2023-12-07,2024-09-02,Monthly,0,Cancelled
S046687,C046687,2025-01-27,2025-12-23,Annual,5,Active
S046688,C046688,2025-02-22,2026-01-18,Annual,15,Cancelled
S046689,C046689,2022-11-01,2023-04-30,Annual,5,Active
S046690,C046690,2023-11-26,2023-12-26,Monthly,10,Expired
S046691,C046691,2021-11-28,2022-05-27,Monthly,20,Expired
S046692,C046692,2024-12-16,2025-12-11,Monthly,20,Cancelled
S046693,C046693,2025-03-14,2026-03-09,Monthly,5,Cancelled
S046694,C046694,2024-07-03,2025-02-28,Annual,0,Expired
S046695,C046695,2021-01-22,2021-07-21,Annual,20,Cancelled
S046696,C046696,2024-01-26,2024-07-24,Monthly,20,Expired
S046697,C046697,2025-02-02,2025-04-03,Monthly,20,Active
S046698,C046698,2021-04-15,2022-01-10,Monthly,0,Active
S046699,C046699,2022-03-07,2022-08-04,Annual,0,Expired
S046700,C046700,2023-07-21,2024-01-17,Annual,10,Cancelled
S046701,C046701,2024-02-03,2024-10-30,Monthly,5,Cancelled
S046702,C046702,2024-12-04,2025-08-01,Annual,20,Cancelled
S046703,C046703,2022-09-22,2023-03-21,Annual,10,Expired
S046704,C046704,2025-10-24,2026-04-22,Annual,10,Active
S046705,C046705,2024-01-01,2024-07-29,Monthly,5,Active
S046706,C046706,2021-03-13,2021-05-12,Monthly,0,Expired
S046707,C046707,2022-09-05,2023-08-01,Annual,15,Expired
S046708,C046708,2021-04-12,2021-12-08,Annual,5,Cancelled
S046709,C046709,2021-01-01,2021-03-02,Monthly,5,Cancelled
S046710,C046710,2023-05-03,2024-04-27,Monthly,10,Cancelled
S046711,C046711,2023-12-26,2024-08-22,Monthly,10,Active
S046712,C046712,2023-04-08,2023-06-07,Monthly,15,Active
S046713,C046713,2024-06-24,2025-01-20,Monthly,5,Expired
S046714,C046714,2021-12-20,2022-03-20,Annual,15,Expired
S046715,C046715,2021-09-06,2022-05-04,Annual,5,Expired
S046716,C046716,2025-03-22,2025-09-18,Monthly,0,Cancelled
S046717,C046717,2025-09-19,2026-02-16,Monthly,15,Active
S046718,C046718,2024-09-05,2025-03-04,Monthly,5,Expired
S046719,C046719,2024-08-16,2025-08-11,Annual,15,Expired
S046720,C046720,2021-03-24,2021-06-22,Monthly,10,Expired
S046721,C046721,2022-03-21,2022-12-16,Monthly,0,Active
S046722,C046722,2024-06-04,2024-12-31,Monthly,5,Expired
S046723,C046723,2023-12-19,2024-11-13,Monthly,20,Active
S046724,C046724,2021-02-19,2022-02-14,Annual,15,Expired
S046725,C046725,2022-05-08,2023-03-04,Annual,5,Expired
S046726,C046726,2021-06-01,2021-11-28,Monthly,15,Cancelled
S046727,C046727,2022-11-07,2023-08-04,Annual,20,Active
S046728,C046728,2022-05-12,2022-07-11,Monthly,20,Active
S046729,C046729,2022-05-12,2022-10-09,Monthly,20,Expired
S046730,C046730,2024-04-19,2024-12-15,Monthly,5,Active
S046731,C046731,2023-09-27,2024-07-23,Annual,10,Active
S046732,C046732,2025-05-08,2025-06-07,Annual,10,Active
S046733,C046733,2021-04-23,2021-05-23,Annual,15,Expired
S046734,C046734,2021-07-02,2021-10-30,Monthly,10,Active
S046735,C046735,2021-09-29,2022-05-27,Annual,10,Active
S046736,C046736,2023-11-19,2024-06-16,Monthly,10,Expired
S046737,C046737,2021-10-19,2021-12-18,Monthly,5,Expired
S046738,C046738,2025-07-24,2025-11-21,Monthly,15,Expired
S046739,C046739,2023-10-02,2024-05-29,Annual,10,Cancelled
S046740,C046740,2024-02-15,2024-04-15,Annual,20,Cancelled
S046741,C046741,2024-10-07,2025-08-03,Annual,0,Cancelled
S046742,C046742,2022-03-12,2023-02-05,Monthly,5,Active
S046743,C046743,2021-10-04,2022-01-02,Monthly,10,Cancelled
S046744,C046744,2022-12-20,2023-10-16,Annual,15,Cancelled
S046745,C046745,2025-08-14,2026-05-11,Annual,10,Active
S046746,C046746,2021-09-27,2022-04-25,Monthly,10,Cancelled
S046747,C046747,2021-07-23,2021-09-21,Monthly,5,Expired
S046748,C046748,2024-06-02,2025-05-28,Monthly,20,Cancelled
S046749,C046749,2024-04-18,2025-03-14,Monthly,5,Active
